message,purpose
This comment may need be updated as well.,discussion_participation
@0dvictor  Added the condition for #if in comment as well. ,discussion_participation
"Do you think reordering `deps` and `returnReg` would be more intuitive given that we have an API above defined as `buildDirectDispatch(TR::Node *callNode, TR::Register *returnReg)`? The order of parameters may then be consistent.",discussion_participation
"Thanks for pointing this out, It does look more intuitive the way you said.  Let me try and change it. 
Currently we are encountering following uses of the interface. 
```
1. buildDirectDispatch(node) -> Standard API
2. buildDirectDispatch(node, register) -> If result register is already allocated
3. buildDirectDispatch(node, &deps, register=NULL) -> It is called within ICF and can be used same if we have already allocated register)
``` ",discussion_participation
"@r30shah I understand we cannot get away without three overridden functions. All I was pointing towards was that if we have possible permutation of three parameters `A`, `B`, and `C` defining three APIs as:

```
foo(A);
foo(A,B);
foo(A,B,C);
```

May be more intuitive for the user looking for the appropriate API to use than what we have now, which is:

```
foo(A);
foo(A,B);
foo(A,C,B);
```

i.e. `B` is not consistently declared as the second parameter in two of the APIs. Defining a consistent parameter order may help the user to look for a specific API as the APIs evolve and grow. Take a look at `generateS390MemoryReference` as an example here:

https://github.com/eclipse/omr/blob/b4feac5d4f5380845c22e47e4268a934b8498a00/compiler/z/codegen/OMRMemoryReference.hpp#L461-L474

The parameter ordering is not consistent at all. The `cg` parameter sometimes comes first, sometimes second, sometimes last, etc. and there are 13 such overloads. Do we believe a user may have an easier time finding the right API to use if all the parameters were consistently ordered?",discussion_participation
"@fjeremic I got your point. And what we have `generateS390MemoryReference` is really inconsistent and I agree with the point that user would have difficult time to find correct signature to call. 
I would say this case is little different as neither `TR::Register*` nor `TR::RegisterDependencyConditons**` is consistently second parameter. 
I want to be able to call 
`buildDirectDispatch(node)`
`buildDirectDispatch(node, &deps)`
`buildDirectDispatch(node, register)`
`buildDirectDispatch(node, &deps, register)`
And the way I achieve this is by declaring function like,
`TR::Register * buildDirectDispatch(TR::Node *node, TR::RegisterDependencyConditions **deps, TR::Register *reg=NULL`
This was I can call the same function `buildDirectDispatch(node, &deps)` with reg initialized to `NULL` as per declaration.
And Declared `TR::Register *buildDirectDispatch(TR::Node *node, TR::Register *reg)` is used to call dispatch function without dependency conditions.",discussion_participation
"I see, so there are four permutations. I have overlooked the fact that in `buildDirectDispatch(node, register)` the `register` parameter does not have a `NULL` default. Thanks for the explanation @r30shah!",discussion_participation
"Keith is correct in that PREV_JAVA will currently default to 7.

Also, as for the conditional, gnu.org says:

If you want make to simply ignore a makefile which does not exist or cannot be remade, with no error message, use the -include directive instead of include, like this:

\-include filenamesï¿½
",discussion_participation
Should `**Get the source**` be a link to the Get the Source section?,discussion_participation
Please remove the `rm -rf ....` line.  Users don't want their APT package listings deleted on their machines.  This is only done in Docker to keep the images small.,discussion_participation
`contain` -> `contains`,discussion_trigger
"We should say something like:
``` Download and setup **freemarker.jar** into a directory.  The example commands use `/root` to be consistent with the Docker instructions.  If you aren't using Docker, it's better to store the freemarker.jar in your home directory.```

As putting files in /root isn't a great practice. ",discussion_participation
Is there an issue (either on OpenJ9 or the extensions repo) to fix this?  If so we should link to it.,discussion_participation
"Please remove this section - this will be stale the first time the `yum_install_aix-ppc64.txt` file is updated.  Also, we don't list the additional packages pulled in when doing an `apt-get` so we don't need to do this here either.",discussion_participation
"I did try to make this a link initially but gave up. The normal link notation for headers doesn't seem to work [Section title](#section-title), possibly because there is a ""2."" in there. I can continue to work on this later. Solution is probably to embed some HTML tags, although not terribly nice.",discussion_participation
Removed.,discussion_participation
Fixed - thanks.,acknowledgement
Agreed. I've made these changes.,discussion_participation
"This section was suggested by @mgaudet in issue 23 of the eclipse/openj9-website repo.  I don't know that there is a related issue, but perhaps Matthew can chip in?",discussion_participation
Done,discussion_participation
"Use the following: `[Get the source](#2-get-the-source)` to link.

The rules for converting to a label are in https://stackoverflow.com/a/45508928/5029186",change_request
Issue is https://github.com/ibmruntimes/openj9-openjdk-jdk9/issues/34,discussion_participation
Thanks @mgaudet. Issue number added.,discussion_participation
Thanks for finding the solution @DanHeidinga. Link now added.,change_request
"Right -- the link has to be `https://github.com/ibmruntimes/openj9-openjdk-jdk9/issues/34` 

(Github collapses internal links into identifiers that are easier to read, but do not function within markdown documents)",discussion_participation
should we use `ppc-64_le` instead of `le`?,discussion_participation
"you can move opening ""{"" down outside ""if defined"". With this you can avoid ""if defined"" on closing bracket.",acknowledgement
please remove extra space (J9JavaVM *vm),discussion_participation
J9VMThread *currentThread,discussion_participation
J9JavaVM *vm,discussion_participation
J9MemoryManagerFunctions *mmFuncs,discussion_participation
Monitor should be initialized for Java 9 only. Destroying it for java 8 looks ugly,discussion_participation
Note this variable isn't really needed.,discussion_participation
Please document parameters and the return value.,change_request
Can you add javadoc to this function?,change_request
Can you explicitly test for null? i.e. `if ((NULL != vm->processReferenceMonitor) && (0 != ....)`,discussion_trigger
Please explicitly test for null,discussion_trigger
"Can you write this with a single return point - i.e.:
```
 + jboolean result = JNI_FALSE;
 + #if defined(J9VM_GC_FINALIZATION)
 +J9JavaVM *vm = ((J9VMThread*)env)->javaVM;
 +J9MemoryManagerFunctions *mmFuncs = vm->memoryManagerFunctions;
 +if (0 != mmFuncs->j9gc_wait_for_reference_processing(vm)) {
 +result = JNI_TRUE;
 +}
 +#endif
 +  return result;
 +}
```",discussion_participation
Can you modify this to be a single return point as well?,discussion_participation
Is this performance critical?  Does it need to be a fast JNI method?,discussion_participation
"Does this ever need to wait for a GC to complete?  If so, we can deadlock as this method doesn't give up vm access",discussion_participation
"no, it only waits for processing one reference in slave finalization thread(outside GC cycle), if currently the thread is clearing the reference.",discussion_participation
"Currently it only is called in nio.Bits.reserveMemory() for java9, but it could be called from 10 times to the maximum as many as the pending reference number in the reference queue if currently the processing references is active. ",discussion_participation
updated,acknowledgement
updated,acknowledgement
updated,acknowledgement
updated,acknowledgement
updated,acknowledgement
updated,acknowledgement
updated,acknowledgement
"can not 100% guarantee that the reference processing does not trigger the GC, so remove Fast JNI for waitForReferenceProcessingImpl",discussion_participation
This comment mixes tabs and space together.  Can you replace the spaces with tabs so the formatting is consistent?,change_request
Why do we need to retain this old behavior?,discussion_participation
Build 148 (i.e. vmfarm builds) doesn't have the new exception.,discussion_participation
This return seems redundant.,discussion_trigger
Agreed.  Fixed.,acknowledgement
would also change logger.debug to logger.info - as that information is useful to print to console (where INFO level is our default),discussion_participation
"ok will add that
",change_request
Using \t would be better.,discussion_participation
What known issue?,discussion_participation
"typo ""ask""",acknowledgement
"typo ""ask""",acknowledgement
"This test doesn't work, the java.specification.version is ""1.8""",discussion_participation
Fixed,acknowledgement
Updated comment.,acknowledgement
Fixed.,acknowledgement
Fixed.,acknowledgement
Fixed.,acknowledgement
"To run testNG test in sanity, we need to update the test group annotation in java as well. `@Test(groups = { ""level.sanity"" })`",discussion_participation
Thanks.  Fixed.,acknowledgement
"Is this ID an internal bug #?  If so, please replace it with an id that's meaningful in the open",discussion_participation
Same request re meaningful id,discussion_participation
Does this test pass with OpenJ9 builds?  I don't expect the `-internal` to be part of the version number long term.,discussion_participation
Yes it passes with OpenJ9 builds. There was a time when this wasn't passing without matching `9-internal` but just confirmed that is no longer the case.,discussion_participation
"Okay. Talking to @renfeiw about what this should be. There are many other similar <featureIds> in the test code.
Update: I'm just going to remove them since there is no issue created for this PR.",discussion_participation
Can we drop the `-internal`?  This is a temporary artifact that will disappear when 9 is complete and will lead to unexpected test failures.,discussion_participation
Yes. It is gone.,acknowledgement
"```
$ java -XshowSettings:properties
....
    java.version = 9-internal
....
```
This check will return false on current openj9 builds as version is temporarily `9-internal`.  Eventually, this the version will be `9` so the check here should be  `startsWith(""1.9.0"" || startsWith(""9"")`. 

Sorry, I wasn't clear earlier.",discussion_participation
"Please use a runtime check instead, i.e. like the following
```
if (J2SE_VERSION(vm) >= J2SE_19) {
```",discussion_participation
Might as well use vm instead of vmThread->javaVM since vm is available.,discussion_participation
Done.,discussion_participation
We're not using compile time checks yet.  Please do this with a runtime check at the relevant callsites.,discussion_participation
This version check shouldn't be necessary - an unknown constant should result in a ClassFormatError.  This would just give it a different message.,discussion_participation
nitpick: extra `;`,discussion_participation
This check was throwing an error in the Java 8 builds. The change to CFR_CLASS_ACCESS_MASK was also causing failures.,discussion_participation
@DanHeidinga is this what you meant for the runtime check?,discussion_participation
yes,discussion_participation
Can this comment link to an issue tracking this problem? ,acknowledgement
"We don't have an issue as the problems were reported in IBM internal builds which make use of the VMWare library mentioned in the comment. The problem, as such, is not present with OpenJ9 build.",discussion_participation
Does this need to be protected or can it be package private?,discussion_trigger
"`protected` seems needed by `DelegatingMethodHandle`
```
abstract class java.lang.invoke.DelegatingMethodHandle extends java.lang.invoke.MethodHandle {
  protected abstract java.lang.invoke.MethodHandle getTarget();
}
```",discussion_participation
"a subclass can increase the visibility of a method from package to protected.  As DelegatingMH isn't API, it's free to have a protected method.",discussion_participation
"Agreed. `getTarget()` can be made to package private which can pass signature tests for `java.lang.invoke.MethodHandle`.

Looked again the initial compilation failure due to removal of this method as following:
```
/tmp/bld_369599/openjdk/jdk/src/java.base/share/classes/java/lang/invoke/MethodHandleImpl.java:510: error: method does not override or implement a method from a supertype
        @Override
```
But `MethodHandleImpl` doesn't inherit from `MethodHandle`. 
```
abstract class java.lang.invoke.MethodHandleImpl {
}
```
It is the inner classes of `MethodHandleImpl` that attempt to override `getTarget()`
```
Compiled from ""MethodHandleImpl.java""
final class java.lang.invoke.MethodHandleImpl$AsVarargsCollector extends java.lang.invoke.DelegatingMethodHandle {
protected java.lang.invoke.MethodHandle getTarget();
}
....
final class java.lang.invoke.MethodHandleImpl$WrappedMember extends java.lang.invoke.DelegatingMethodHandle {
protected java.lang.invoke.MethodHandle getTarget();
}
```
I just realized that J9 has a stub class `DelegatingMethodHandle` which doesn't have `getTarget()`, and inherits it from `MethodHandle` instead.",discussion_participation
This object should be `const`.,discussion_trigger
The type should be `const char *`.,discussion_trigger
fixed.,acknowledgement
fixed.,acknowledgement
This needs bounds checking to make sure we don't write outside the array `nameWithSIGPrefix`.,discussion_trigger
fixed.,acknowledgement
"This isn't valid C code: declarations must be at beginning of the block.
(the assignment could move into the initializer of a `for` loop replacing the `while` loop below.)",discussion_trigger
I think this would be clearer if it used `sigName`.,discussion_participation
fixed.,acknowledgement
fixed.,acknowledgement
"Rather than defining all these `J9_SIG*` macros, I suggest the entries in the table below should be conditional on whether the corresponding signal macro is defined (mapping strings to `J9_SIG_ERR` is not helpful).",discussion_participation
"The uses of `SIG_NUM` in the expansion of the macro should be enclosed in parentheses.
It may make sense to convert these macros to static helper functions so the tests for signals can be conditional on whether the corresponding signal is defined.",discussion_participation
`elseif` can be used here to reduce indentation,change_request
`sizeof(J9_SIG_PREFIX) - 1` is preferred over a call to `strlen`.,discussion_participation
fixed.,acknowledgement
fixed - converted to static helper functions.,discussion_trigger
fixed.,acknowledgement
fixed.,acknowledgement
"For cases where offset is <= -524288, are we relying on long displacement support to generate the correct memory reference offset?  Have we tested that it works for this case?",discussion_participation
Yes that is precisely what we're relying on. The long displacement logic will effectively generate what we have in the (now deleted) `else` path. This is just code duplication. I've tested on internal builds that this does indeed function as expected.,discussion_participation
Please remove the whitespace which was added at the end of all of the omrstr_printf(fullversion ...) lines.,discussion_trigger
"Please use tabs in all the modified code, to be consistent with the rest of the file.",discussion_participation
The correct length is sizeof(fullversion)-buflen. Similarly for vminfo.,discussion_participation
"```((0 == bodyType.arguments.length) ```
This seems like a good candidate for a package private method.  Maybe `MethodType.isNoArgs()` or `hasNoArguments()`?",discussion_participation
"We generally try to avoid single line if statements as they make it difficult to set breakpoints that only fire if the if is true.  Code like:
```
String argList = ""void"";
if (bodyType.arguments.length > 0) {
    argList = bodyType.arguments[0].getName();
}
```
is as clear and allows setting a breakpoint on the code in the if.",discussion_trigger
`(0 == bodyParamTypes.length)` is used on both sides of the if.  Can you pull it out into a local so it's only executed once?,discussion_participation
Might be worth including the srcDir in the error message.,discussion_participation
Does the nls directory always exist with the old usage of the tool?,discussion_participation
"Yes since the input dir == output dir. If it doesnt exist, you will fail earlier when you are scanning for input files in `searchNLSFiles()`",discussion_trigger
"I think there is a typo here, should be `through` ",acknowledgement
"I get that use of this function is to find a load node within synchronized region. Let me know if I am wrong here, but in the synchronized region, if a node is branch node or it has a symbol reference but is not a candidate for synchronized field load, for these kind of side effect nodes, this optimization will be disabled, right?",discussion_participation
"@r30shah yes that is correct. The only exit condition out of the for loop is the `break` statement towards the end (other than reaching the `monexit` that is). If you follow the logic to reach the `break` it reads in English as follows:

If there exists a node in the synchronized region that has a symbol reference or is a branch then unless this node is an indirect load off the synchronized object and no previous such load has been seen then terminate the for loop and return that no candidate has been found. Otherwise return the single load (if any) as the candidate.",discussion_participation
Fixed in https://github.com/eclipse/openj9/pull/537/commits/f0d6165d233d4ec5093534156a4182373c810679,discussion_participation
@fjeremic Thanks for the explanation. Changes looks good to me. ,discussion_participation
Should we provide the actual download link: https://my.visualstudio.com/Downloads?q=visual%20studio%202013&wt.mc_id=o~msft~vscom~older-downloads,discussion_participation
"Is this tar command intended to put the `freemarker.jar` into the /cygdrive/c/temp?  It doesn't seem to work and is different than the tar commands for the other platforms.

AIX: `tar -xzf freemarker.tgz freemarker-2.3.8/lib/freemarker.jar --strip=2 \`
linux: `tar -xzf freemarker.tgz freemarker-2.3.8/lib/freemarker.jar --strip=2`

Either this or the configure command below need to be updated",discussion_participation
"To unpack freemarker:
`
tar -xzf freemarker-2.3.8.tar.gz freemarker-2.3.8/lib/freemarker.jar --strip=2
`

If we want the commands to be identical on all platforms than:
- to download freemarker:
`
wget https://sourceforge.net/projects/freemarker/files/freemarker/2.3.8/freemarker-2.3.8.tar.gz/download -O freemarker.tgz
`
@SueChaplain  note the output file `-O freemarker.tgz`

- to unpack:
`tar -xzf freemarker.tgz freemarker-2.3.8/lib/freemarker.jar --strip=2`
",discussion_participation
"Where possible, the instructions should be the same across all platforms.  Longer term, it makes sense to have a single set of instructions with only the platform setup being different.",discussion_participation
"I updated the wget command for freemarker, modified the tar command to put freemarker.jar in the root, and reverted the change I made to configure that previously fixed the path. 

It's a shame that we still have differences in the configure between platforms, but I agree that we should try and create platform specific sections for preparing your build environment and try to merge the other sections. Would be nice to see ARM and z/OS before doing this, but not sure what progress is being made for these.",discussion_participation
"I think parentheses are needed here, i.e. it should be
```
#if (defined(LINUX) || defined(OSX)) && !defined(J9ZTPF)
```",discussion_participation
"Can you clarify how this is a `fix`?  A || B && !C is the same result with or without the bracket.

Further, ZTPF logically connects to LINUX, not to OSX.  If you were going to change this, it would be 
`#if ((defined(LINUX) && !defined(J9ZTPF)) || defined(OSX)`",discussion_participation
"`&&` has higher precedence than `||` so the old condition was equivalent to
```
#if defined(LINUX) || (defined(OSX) && !defined(J9ZTPF))
```
@DanHeidinga If ZTPF is more closely related to LINUX, then your proposal would be better.",discussion_participation
Thanks for clarifying the precedence rules.  That's great info to include when creating this kind of PR in the future.  Thanks @keithc-ca ,discussion_participation
"Does it make sense to just include the attachAPI related java files? TestUtilities will have utils for other projects in the future, so it is unnecessary to build entire TestUtilities project.",discussion_participation
"Given that TestUtilities is small at present and should not grow quickly (compared to the test directories), I suggest including the whole thing in the interest of simplicity. We can refactor later if it becomes an issue.",discussion_participation
Variable name and command does not match.,discussion_trigger
"Instead of writing detailed message, please use variable $untar.",change_request
"You can dong unzip, but message is untar. Instead of writing detailed message, please use variable. Otherwise, it is very easy to become out of sync.",discussion_participation
all the uncompress process is for get the final asmtools.jar. The archived file is `asmtools-6.0.tar.gz` but the file we want is `asmtools.jar`,discussion_participation
updated,acknowledgement
updated,acknowledgement
"Personally, I think if we include the whole project, it will be harder for us to identify the reference between test projects and TestUtilities during refactoring time. However, if including attachAPI related java files will make the code too complicated, then I am ok with the change.",discussion_participation
"Is this only invalid for Java 9?  If its invalid everywhere, should it be deleted?",discussion_trigger
"This test file `LookupInTests` in Jsr292 folder only applies to Java8 and Java9 lower than b148. There is another `LookupInTests` in OpenJ9_Jsr_292_API folder which has been updated for Openj9. 

As we don't care b148 anymore, once another PR (https://github.com/eclipse/openj9/pull/281) merged into OpenJ9_Jsr_292_API, I think these two project should be merged together by using src80 and src90 folders to separate codes for different versions.",discussion_participation
Thanks for the clarification on the planned approach @TianyuZuo!  Is there a overall issue tracking this plan and the follow-on work?,discussion_participation
"Lan
 Iï¿½d like to hear more about how you would like to see the directory structured.
Have multiple source directories (e.g. AttachApi, StackWalker) in the TestUtilities project and add them selectively to the test projects (e.g. Java9AndUp)?  I could go for that.",discussion_participation
"Lets remove this comment, it won't be relevant after uma is no longer in use, and it was already remove from the previous methods in this class.",discussion_participation
its preferred to use {} brackets to avoid potential problems in the future if the code is modified.,discussion_participation
Please add a space in `){`,change_request
Please add a space in `){`,change_request
Please add a space in `if(`,change_request
There is some extra whitespace after `if{`,discussion_participation
"Missing space in ""){""",discussion_participation
"Missing space in ""){""",discussion_participation
Is this supposed to use the `void*` overload? Seems to be loading an address?,discussion_participation
This does not look correct. `uint32_t` is 32-bits. The return value of `getHeapSizeForBarrierRange0` on a 64-bit target will be 64-bit. Is this not a truncation operation?,discussion_participation
Is this supposed to use the `void*` overload? Seems to be loading an address? Similarly on the next change using `profiledClassesList`.,discussion_participation
Is there a typo here? Looks like we are mixing `uintptr_t` and `uint32_t` when doing the OR.,discussion_participation
"Yes, but I believe this is achieving that because `guessClassArray` is a `TR_OpaqueClassBlock*` so that maps to `void*`.",discussion_participation
"I do not believe my change here causes a functional change. Let me explain. We have 3 variables of interest:
`heapSize`
`heapBase`
`heapSum`

They are only used in:
`generateRILInstruction`
`generateS390CompareAndBranchInstruction`

Before my changes `generateRILInstruction` converted the `uintptrj_t` immediate to an `int32_t` in the `S390Instruction` constructor, so all my change does here is move that conversion further ""forward"".

`generateS390CompareAndBranchInstruction` takes an `int32_t` as well, so again I'm just moving the conversion ""forward"".

I agree this seems wrong, but perhaps this is a bug in the existing code? Do you have any suggestions?",discussion_participation
Similarly as above `profiledClass` is a  `TR_OpaqueClassBlock*` so this will call the `void*` overload as intended.,discussion_trigger
"Looks like `heapSize` and `heapBase` are only used withing the `if (constantHeapCase)` condition. This condition is defined as:

```
bool constantHeapCase = ((!comp->compileRelocatableCode()) && isConstantHeapBase && isConstantHeapSize && shiftAmount == 0 && (!is64Bit || TR::Compiler->om.generateCompressedObjectHeaders()));
```

Noteworthy here is `shiftAmount == 0` and the subsequent dual check for `!is64Bit`. This means we only enter this `if` condition if our heap fits within 32-bit. 

The only use of `generateRIL` is within the `if` condition so it would be incorrect to change the type of `heapSize` and `heapBase` to `uint32_t` since the variables are declared outside of the `if` condition.

We seem to have two choices (unless there are more?):

1. Lower the definition of `heapBase` and `heapSize` to be inside of `if (constantHeapCase)`, at which point their values are guaranteed to be 32-bit (we should probably note this via a comment)
2. Keep the definitions where they are, revert the type back to `uintptrj_t` and explicitly cast to `uint32_t` in the `if` where the variables are being used within `generateRILInstruction`

Do we agree?",discussion_participation
"Not a typo, although  see now the `static_cast` on the `orFlag` is unnecessary since it's declared as a `uint32_t`.

You can't use safe casting to cast `classAddress` to a `uint32_t`. It will complain:
`error: cast from 'TR_OpaqueClassBlock*' to 'uint32_t' loses precision`

The `OR` promotes the `orFlag` to a 64bit width so I needed to cast the result back down to `uint32_t` so it matches the overload.",discussion_participation
Agreed. Going with option 1) with a comment.,change_request
"Thanks, was just making sure this was well thought out and it is! Yes the cast on `orFlag` is unnecessary.",discussion_participation
Is `idiomRecognition` intended to be duplicated on s390 or should it have been deleted from the #ifdef block?,discussion_participation
This shouldn't be duplicated it should be pulled out of the ifdef,discussion_participation
Good catch @DanHeidinga. It should **not** be duplicated.,discussion_participation
Created an issue to tracking this plan. https://github.com/eclipse/openj9/issues/607,discussion_participation
"To clarify, TestUtilities is only for utility classes used by multiple test projects.  Utilities used be a single test project should live in that project.",discussion_participation
The method comment needs updating to match.,discussion_trigger
Updated.,acknowledgement
It would be better to load a class from an exported package to avoid export problems in the future when the default access controls are changed.,discussion_participation
Will replace it with `java.rmi.AlreadyBoundException` instead.,discussion_participation
Shouldn't the fix go into loadClassHelper() so other callers of loadClassHelper() get the same benefits?,acknowledgement
"Do you mean moving this code snippet from `loadClass (className)` and `loadClass(module, className)` into `loadClassHelper()`?
`BOOT_LOADER` extends `BuiltinClassLoader` which overrides `loadClass(className, resolveClass)`, hence `BOOT_LOADER.loadClass (className)` will invoke this overridden method and miss the check for bootstrap classloader within `loadClassHelper()` hence can't call `VMAccess.findClassOrNull(className, bootstrapClassLoader)` for bootstrap classes. I think this was the main reason we put this checking code snippet within `loadClass (className)`. This PR adds the check for `loadClass(module, className)` as well.
This is for bootstrap classloader class loading, other classloader use scenarios don't need this check.",discussion_participation
This can just be merged with the line below to assign to it at creation,discussion_trigger
The value doesn't line up with the others.,discussion_trigger
Please add a space in `){`,change_request
Please add a space in `){`,change_request
Pls add a new line at the end.,change_request
"Please don't use internal tabs, as the values don't line up with all tab settings.",change_request
Please indent the final line of the comment like the preceding lines.,change_request
"Please just call it musl and only include below what is between the horizontal lines, but remove the lines.",change_request
nitpick - why assign null here to assign it's real value on the next line?,discussion_trigger
Same comment about single line if,same_as
"`and there must not be a blank line following the footer.`  Isn't this covered by the text a few lines down?

>Remember, if a blank line is found anywhere after the `Signed-off-by` line, the
`Signed-off-by:` will be considered outside of the footer, and will fail the
automated Signed-off-by validation",discussion_trigger
did you want me to go through the rest of the function / file or just submit the swap for this one line for now ? ,discussion_trigger
"OK, will remove the `.copyrightignore` file, but this then leaves the file empty other than the comments. Do you have any files / paths that should be added to ignore.",discussion_participation
This is definitely not allowed - no // comments in .h files.,discussion_trigger
can you please revert the changes in this file,change_request
I renamed the flag uma_windows_rebase.,acknowledgement
This shouldn't be necessary (nor have any effect): all the files should be of the form `./subdir/xxx.hdf`.,discussion_participation
"As discussed, I need to open the stream so I can shoot the shell script into the file.",discussion_participation
"Shouldn't this be inside the if block?  As I read it now (and please correct me if I'm wrong), it will always write the file.",discussion_trigger
Same reply as above. I want to record the path for diagnostic purposes.,same_as
Does this need to be commented out?,discussion_trigger
"The issue link sent me to a ""page not found"" error page.  Did it work for you?",discussion_participation
"Actually I did:
Paths.get(jarUrl.toURI()).toFile().toPath()
because Files.copy() takes a Path not a File.
This pull request is getting pretty old, so I should retest.  Please stand by.",discussion_participation
I'm fine with an initially blank file. Pete or others can add to it in the future but at least the template is there with instructions.,discussion_participation
"""add"" should be ""addr"".
This comment is not proper English. ",change_request
"The readline() will block until there is a newline, but the target process emits complete lines, so any blocking will be brief.  The purpose of the code was to handle the case where stdout would close and stderr was still open but not receiving anything.",discussion_participation
"We want to ensure that the exception is logged in the trace buffer so the exception should be level=1, not 5.  The enter / exits can stay at level 5.",discussion_participation
`setNativeOutOfMemoryError` should this have been removed like the call above?,discussion_trigger
We should never add `@SuppressWarnings` to code.  A PR should either ignore existing warnings or actually address them.  Suppressing them just hides the problem,discussion_trigger
Same comment for the null check on `vm->processReferenceMonitor`,same_as
"If its only a copyright check failure on a file that's been moved but not modified, then I agree with Jason that we're OK to ignore the check.  We haven't modified the code, so we don't need to change the date.",discussion_participation
"Ok, So checked how it looks if we change the order
```
TR::Register* buildDirectDispatch(TR::Node *node, TR::Register *register, TR::RegisterDependencyConditions ** deps = static_cast<TR::RegisterDependencyConditions**>(NULL));

TR::Register * buildDirectDispatch(TR::Node *node)
{
return buildDirectDispatch(node, NULL, static_cast<TR::RegisterDependencyConditions**>(NULL));
}
TR::Register *buildDirectDispatch(TR::Node *node, TR::RegisterDependencyConditions **deps)
{
return buildDirectDispatch(node, NULL, deps);
}
``` 
Even in this way we are ending up with 3 overridden functions. I doubt if this makes that more difference.
",discussion_participation
Nitpick: `check` -> `Check`,change_request
cygpath can convert all paths in a single invocation: `foreach` is not needed.,discussion_trigger
Already replaced with Objects.isNull(),discussion_participation
Can you add a comment here to describe why this is the correct behaviour?,change_request
"My previous comment here was ""This comment implies that calling setProperty with a null value will work, however it throws NPE."" to which the response was ""True. Fixed"". However I don't see any change.",discussion_trigger
Comment updated.,acknowledgement
I'm not sure of this change.  Can you comment on why it's necessary?,change_request
Removed comment in 98f8017,acknowledgement
"Pls be specific about the argument, `targetClass` or `callerLookup`.",change_request
"Ignore my comment, I forget compressref case.",discussion_participation
"Sorry, ignore my comment, doesn't make any sense.",discussion_participation
A comment about why this can be NULL is probably warranted,change_request
This should be proceeded by a comment that includes the K0670 and the message using preprocessor tags.  Search for other uses of the com.ibm.oti.util.Msg class to see how the comment should look,change_request
This comment was lost.,acknowledgement
"Lets remove this comment, it won't be relevant after uma is no longer in use.",discussion_participation
"It's invalid, thanks for pointing it out. Error message is updated.",acknowledgement
maybe comment out this check since and only have the else case since we will always be returning true,discussion_trigger
coder() does so the initialization was right - I take back my comment it should be correct.,discussion_participation
